mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.18,"3km SW of Anderson Springs, CA",1642707658830,1642718272960,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681156&format=geojson,,,,,reviewed,0,0,nc,73681156,",nc73681156,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.006428,0.03,102.0,md,earthquake,"M 0.2 - 3km SW of Anderson Springs, CA"
1.53,"15 km SSE of Sunnyside, Utah",1642707433670,1642710622160,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478287&format=geojson,,,,,reviewed,0,36,uu,60478287,",uu60478287,",",uu,",",origin,phase-data,",7.0,0.006289,0.08,193.0,md,earthquake,"M 1.5 - 15 km SSE of Sunnyside, Utah"
0.85,"5 km SW of Volcano, Hawaii",1642707348120,1642801148670,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883272&format=geojson,,,,,reviewed,0,11,hv,72883272,",hv72883272,",",hv,",",origin,phase-data,",17.0,,0.12,51.0,md,earthquake,"M 0.9 - 5 km SW of Volcano, Hawaii"
1.0,"34 km SE of Mina, Nevada",1642707327282,1642707575192,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832078&format=geojson,,,,,automatic,0,15,nn,00832078,",nn00832078,",",nn,",",origin,phase-data,",9.0,0.099,0.0701,173.76,ml,earthquake,"M 1.0 - 34 km SE of Mina, Nevada"
0.6,"8km NW of The Geysers, CA",1642706913010,1643153086623,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681151&format=geojson,,,,,reviewed,0,6,nc,73681151,",nc73681151,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.01297,0.01,62.0,md,earthquake,"M 0.6 - 8km NW of The Geysers, CA"
1.75,"6 km SW of Volcano, Hawaii",1642706846730,1642707033700,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883252,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883252&format=geojson,,,,,automatic,0,47,hv,72883252,",hv72883252,",",hv,",",origin,phase-data,",17.0,,0.239999995,79.0,md,earthquake,"M 1.8 - 6 km SW of Volcano, Hawaii"
1.11,"28 km SSE of Virginia City, Montana",1642706337220,1642780533440,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536549,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536549&format=geojson,,,,,reviewed,0,19,mb,80536549,",mb80536549,",",mb,",",origin,phase-data,",8.0,0.258,0.2,141.0,ml,quarry blast,"M 1.1 Quarry Blast - 28 km SSE of Virginia City, Montana"
0.76,"9km NW of The Geysers, CA",1642706265110,1642706361436,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681146&format=geojson,,,,,automatic,0,9,nc,73681146,",nc73681146,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.004995,0.02,128.0,md,earthquake,"M 0.8 - 9km NW of The Geysers, CA"
0.9,"29 km SSE of Mina, Nevada",1642706207064,1642706445793,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832074,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832074&format=geojson,,,,,automatic,0,12,nn,00832074,",nn00832074,",",nn,",",origin,phase-data,",10.0,0.031,0.0785,140.1,ml,earthquake,"M 0.9 - 29 km SSE of Mina, Nevada"
0.85,"8km NW of The Geysers, CA",1642706145450,1642706242567,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681141&format=geojson,,,,,automatic,0,11,nc,73681141,",nc73681141,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01082,0.01,85.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
1.71,"8km NW of The Geysers, CA",1642706126510,1643105595082,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681136&format=geojson,,,,,reviewed,0,45,nc,73681136,",nc73681136,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45.0,0.009927,0.04,48.0,md,earthquake,"M 1.7 - 8km NW of The Geysers, CA"
4.6,"3 km SE of Kawerau, New Zealand",1642706032145,1643399657920,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdma,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdma&format=geojson,2.0,2.2,,,reviewed,0,326,us,7000gdma,",us7000gdma,",",us,",",dyfi,origin,phase-data,",,0.33,0.85,66.0,mb,earthquake,"M 4.6 - 3 km SE of Kawerau, New Zealand"
0.56,"6km SW of Anza, CA",1642705864900,1642707726342,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918543&format=geojson,,,,,reviewed,0,5,ci,39918543,",ci39918543,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.04422,0.12,36.0,ml,earthquake,"M 0.6 - 6km SW of Anza, CA"
2.5,"61 km WNW of Toyah, Texas",1642705798585,1643399118040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022bkem,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022bkem&format=geojson,,,,,reviewed,0,96,tx,2022bkem,",us7000gdm5,tx2022bkem,",",us,tx,",",origin,phase-data,",34.0,0.0821976969,0.3,62.0,ml,earthquake,"M 2.5 - 61 km WNW of Toyah, Texas"
5.0,"near the coast of Oaxaca, Mexico",1642705748562,1643398698400,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdm7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdm7&format=geojson,5.0,4.3,,,reviewed,0,387,us,7000gdm7,",us7000gdm7,",",us,",",dyfi,moment-tensor,origin,phase-data,",,1.365,0.73,97.0,mww,earthquake,"M 5.0 - near the coast of Oaxaca, Mexico"
1.8,"20 km WNW of Stanley, Idaho",1642705651800,1642717493760,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536484,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536484&format=geojson,,,,,reviewed,0,50,mb,80536484,",mb80536484,",",mb,",",origin,phase-data,",10.0,0.812,0.15,82.0,ml,earthquake,"M 1.8 - 20 km WNW of Stanley, Idaho"
0.55,"6km NW of The Geysers, CA",1642705368630,1642716709441,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681131&format=geojson,,,,,reviewed,0,5,nc,73681131,",nc73681131,",",nc,",",nearby-cities,origin,phase-data,",5.0,0.00553,0.01,114.0,md,earthquake,"M 0.6 - 6km NW of The Geysers, CA"
0.35,"6km NW of The Geysers, CA",1642705332910,1642705426348,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681126&format=geojson,,,,,automatic,0,2,nc,73681126,",nc73681126,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.004009,0.02,108.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
1.24,"24km S of Twentynine Palms, CA",1642705278290,1642707192132,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918503,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918503&format=geojson,,,,,reviewed,0,24,ci,39918503,",ci39918503,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.08693,0.15,150.0,ml,earthquake,"M 1.2 - 24km S of Twentynine Palms, CA"
0.85,"8km NW of The Geysers, CA",1642705200650,1642705297516,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681121&format=geojson,,,,,automatic,0,11,nc,73681121,",nc73681121,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.009469,0.04,61.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
1.5,Nevada,1642704703649,1642704917074,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832073,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832073&format=geojson,,,,,automatic,0,35,nn,00832073,",nn00832073,",",nn,",",origin,phase-data,",8.0,0.662,0.0898,174.4,ml,earthquake,M 1.5 - Nevada
1.07,Oregon,1642704590590,1642798187590,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61803042,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61803042&format=geojson,,,,,reviewed,0,18,uw,61803042,",uw61803042,",",uw,",",origin,phase-data,",4.0,0.09975,0.06,174.0,ml,explosion,M 1.1 Explosion - Oregon
1.2,"38 km SE of Mina, Nevada",1642704112930,1642704363863,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832070,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832070&format=geojson,,,,,automatic,0,22,nn,00832070,",nn00832070,",",nn,",",origin,phase-data,",10.0,0.114,0.0511,165.11,ml,earthquake,"M 1.2 - 38 km SE of Mina, Nevada"
2.02999997,"6 km E of P?hala, Hawaii",1642703545930,1642703742390,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883172,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883172&format=geojson,,,,,automatic,0,63,hv,72883172,",hv72883172,",",hv,",",origin,phase-data,",37.0,,0.100000001,151.0,md,earthquake,"M 2.0 - 6 km E of P?hala, Hawaii"
1.11,"5km WNW of The Geysers, CA",1642703426470,1642705690730,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681111&format=geojson,,,,,automatic,0,19,nc,73681111,",nc73681111,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.01219,0.03,70.0,md,earthquake,"M 1.1 - 5km WNW of The Geysers, CA"
-0.73,"64 km ENE of Pedro Bay, Alaska",1642702995400,1642790277190,,https://earthquake.usgs.gov/earthquakes/eventpage/av91468471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91468471&format=geojson,,,,,reviewed,0,0,av,91468471,",av91468471,",",av,",",origin,phase-data,",4.0,,0.03,132.0,ml,earthquake,"M -0.7 - 64 km ENE of Pedro Bay, Alaska"
3.36,"59 km N of San Antonio, Puerto Rico",1642702915800,1643397194040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022020002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022020002&format=geojson,,,,,reviewed,0,174,pr,2022020002,",us7000gdly,pr2022020002,",",us,pr,",",origin,phase-data,",21.0,0.5624,0.41,224.0,md,earthquake,"M 3.4 - 59 km N of San Antonio, Puerto Rico"
3.1,"233 km SE of Chiniak, Alaska",1642702507392,1643396912040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdlw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdlw&format=geojson,,,,,reviewed,0,148,us,7000gdlw,",ak022xdk0n6,us7000gdlw,",",ak,us,",",origin,phase-data,",,2.333,0.61,223.0,ml,earthquake,"M 3.1 - 233 km SE of Chiniak, Alaska"
2.59,"15km WSW of Deep Springs, CA",1642702281570,1643396598040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681106&format=geojson,,,,,reviewed,0,103,nc,73681106,",nc73681106,nn00832066,us7000gdlv,",",nc,nn,us,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.1471,0.08,116.0,md,earthquake,"M 2.6 - 15km WSW of Deep Springs, CA"
2.6,"51 km S of Whites City, New Mexico",1642702268102,1643389933040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022bkco,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022bkco&format=geojson,,,,,reviewed,0,104,tx,2022bkco,",us7000gdlu,tx2022bkco,",",us,tx,",",origin,phase-data,",37.0,0.04274072071,0.2,58.0,ml,earthquake,"M 2.6 - 51 km S of Whites City, New Mexico"
1.2,"33 km ESE of Skwentna, Alaska",1642701089633,1642701258695,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xd6ayr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xd6ayr&format=geojson,,,,,automatic,0,22,ak,022xd6ayr,",ak022xd6ayr,",",ak,",",origin,",,,0.55,,ml,earthquake,"M 1.2 - 33 km ESE of Skwentna, Alaska"
1.37,"17km SE of Lone Pine, CA",1642699983160,1642706814028,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918375&format=geojson,,,,,reviewed,0,29,ci,39918375,",ci39918375,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.1008,0.13,131.0,ml,earthquake,"M 1.4 - 17km SE of Lone Pine, CA"
1.3,"38 km SE of Mina, Nevada",1642699643662,1642699895897,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832064&format=geojson,,,,,automatic,0,26,nn,00832064,",nn00832064,",",nn,",",origin,phase-data,",12.0,0.112,0.098,120.63,ml,earthquake,"M 1.3 - 38 km SE of Mina, Nevada"
4.6,"121 km W of Nikolski, Alaska",1642699410297,1643396026040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdkc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdkc&format=geojson,,,2.609,,reviewed,0,326,us,7000gdkc,",ak022xd0b26,us7000gdkc,",",ak,us,",",origin,phase-data,shakemap,",,0.528,0.94,100.0,mb,earthquake,"M 4.6 - 121 km W of Nikolski, Alaska"
2.4,"38 km WSW of Port Lions, Alaska",1642699315527,1643395086040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xczxgq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xczxgq&format=geojson,,,,,automatic,0,89,ak,022xczxgq,",us7000gdkd,ak022xczxgq,",",us,ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 2.4 - 38 km WSW of Port Lions, Alaska"
2.8,"74 km WSW of Akhiok, Alaska",1642699102792,1643394440040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdkh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdkh&format=geojson,,,,,reviewed,0,121,us,7000gdkh,",us7000gdkh,",",us,",",origin,phase-data,",,0.979,1.57,276.0,ml,earthquake,"M 2.8 - 74 km WSW of Akhiok, Alaska"
4.8,"68 km NNW of Nuku‘alofa, Tonga",1642698602331,1643391546040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdpe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdpe&format=geojson,,,,,reviewed,0,354,us,7000gdpe,",us7000gdpe,",",us,",",origin,phase-data,",,6.811,0.72,124.0,mb,earthquake,"M 4.8 - 68 km NNW of Nuku‘alofa, Tonga"
3.4,"8 km NE of Cold Bay, Alaska",1642698337633,1643396161040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdka,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdka&format=geojson,,,,,reviewed,0,178,us,7000gdka,",us7000gdka,",",us,",",origin,phase-data,",,0.594,1.05,133.0,ml,earthquake,"M 3.4 - 8 km NE of Cold Bay, Alaska"
1.87,"5 km SSW of P?hala, Hawaii",1642698283960,1642698483610,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883077&format=geojson,,,,,automatic,0,54,hv,72883077,",hv72883077,",",hv,",",origin,phase-data,",34.0,,0.119999997,209.0,md,earthquake,"M 1.9 - 5 km SSW of P?hala, Hawaii"
1.05,"2km ENE of The Geysers, CA",1642698173280,1642698270970,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681101&format=geojson,,,,,automatic,0,17,nc,73681101,",nc73681101,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.002131,0.03,81.0,md,earthquake,"M 1.1 - 2km ENE of The Geysers, CA"
1.5,"99 km ENE of Lime Village, Alaska",1642698094492,1642698602239,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xcvllk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xcvllk&format=geojson,,,,,automatic,0,35,ak,022xcvllk,",ak022xcvllk,",",ak,",",origin,",,,0.49,,ml,earthquake,"M 1.5 - 99 km ENE of Lime Village, Alaska"
1.82000005,"8 km ENE of P?hala, Hawaii",1642697587120,1642697763420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883062&format=geojson,,,,,automatic,0,51,hv,72883062,",hv72883062,",",hv,",",origin,phase-data,",39.0,,0.109999999,179.0,md,earthquake,"M 1.8 - 8 km ENE of P?hala, Hawaii"
2.5,"37 km SE of Mina, Nevada",1642697528489,1642732639882,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832058,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832058&format=geojson,,,,,reviewed,0,96,nn,00832058,",us7000gdk6,nn00832058,",",us,nn,",",origin,phase-data,",20.0,0.117,0.1296,93.88,ml,earthquake,"M 2.5 - 37 km SE of Mina, Nevada"
1.2,"33 km SW of Glacier View, Alaska",1642696965008,1642697239213,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xciz3q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xciz3q&format=geojson,,,,,automatic,0,22,ak,022xciz3q,",ak022xciz3q,",",ak,",",origin,",,,0.61,,ml,earthquake,"M 1.2 - 33 km SW of Glacier View, Alaska"
0.21,"2km NNE of The Geysers, CA",1642696782060,1642696876215,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681091&format=geojson,,,,,automatic,0,1,nc,73681091,",nc73681091,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01387,0.02,92.0,md,earthquake,"M 0.2 - 2km NNE of The Geysers, CA"
1.6,,1642696735789,1642696985471,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832057&format=geojson,,,,,automatic,0,39,nn,00832057,",nn00832057,",",nn,",",origin,phase-data,",10.0,0.124,0.0617,175.23,ml,earthquake,M 1.6 - 
0.87,"11km S of Borrego Springs, CA",1642696350840,1642706046967,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918319&format=geojson,,,,,reviewed,0,12,ci,39918319,",ci39918319,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.09056,0.17,68.0,ml,earthquake,"M 0.9 - 11km S of Borrego Springs, CA"
0.37,"9km WNW of Cobb, CA",1642695927200,1642696025405,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681086&format=geojson,,,,,automatic,0,2,nc,73681086,",nc73681086,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.008954,0.01,113.0,md,earthquake,"M 0.4 - 9km WNW of Cobb, CA"
1.7,"34 km SE of Mina, Nevada",1642695661441,1642732637624,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832055&format=geojson,,,,,reviewed,0,44,nn,00832055,",nn00832055,",",nn,",",origin,phase-data,",18.0,0.12,0.1387,109.4,ml,earthquake,"M 1.7 - 34 km SE of Mina, Nevada"
1.6,"37 km SE of Mina, Nevada",1642695595394,1642732636282,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832053,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832053&format=geojson,,,,,reviewed,0,39,nn,00832053,",nn00832053,",",nn,",",origin,phase-data,",18.0,0.118,0.1612,121.05,ml,earthquake,"M 1.6 - 37 km SE of Mina, Nevada"
1.8,"62 km WNW of Nikiski, Alaska",1642695428940,1642695626139,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xcdjed,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xcdjed&format=geojson,,,,,automatic,0,50,ak,022xcdjed,",ak022xcdjed,",",ak,",",origin,",,,0.59,,ml,earthquake,"M 1.8 - 62 km WNW of Nikiski, Alaska"
1.3,"38 km SE of Mina, Nevada",1642694854310,1642695094244,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832052&format=geojson,,,,,automatic,0,26,nn,00832052,",nn00832052,",",nn,",",origin,phase-data,",10.0,0.115,0.0946,178.68,ml,earthquake,"M 1.3 - 38 km SE of Mina, Nevada"
-0.36,"22km E of Little Lake, CA",1642694398070,1642699646109,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918303&format=geojson,,,,,reviewed,0,0,ci,39918303,",ci39918303,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",4.0,0.03791,0.15,153.0,ml,earthquake,"M -0.4 - 22km E of Little Lake, CA"
1.8,"42 km E of Denali National Park, Alaska",1642694141645,1642695625996,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xc0biz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xc0biz&format=geojson,,,,,automatic,0,50,ak,022xc0biz,",ak022xc0biz,",",ak,",",origin,",,,0.92,,ml,earthquake,"M 1.8 - 42 km E of Denali National Park, Alaska"
1.6,"30 km WNW of Nanwalek, Alaska",1642693856309,1642694613828,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xbza1k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xbza1k&format=geojson,,,,,automatic,0,39,ak,022xbza1k,",ak022xbza1k,",",ak,",",origin,",,,0.6,,ml,earthquake,"M 1.6 - 30 km WNW of Nanwalek, Alaska"
1.38,"1km SSW of Valle Vista, CA",1642693795820,1642695687410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918295&format=geojson,,,,,reviewed,0,29,ci,39918295,",ci39918295,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.05581,0.23,74.0,ml,earthquake,"M 1.4 - 1km SSW of Valle Vista, CA"
0.36,"1km NNW of The Geysers, CA",1642693790290,1642693885258,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681081&format=geojson,,,,,automatic,0,2,nc,73681081,",nc73681081,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01061,0.01,109.0,md,earthquake,"M 0.4 - 1km NNW of The Geysers, CA"
2.0,"16 km SSE of Sunnyside, Utah",1642693750630,1642697386710,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478272&format=geojson,,,,,reviewed,0,62,uu,60478272,",uu60478272,",",uu,",",origin,phase-data,",6.0,0.02485,0.11,201.0,md,earthquake,"M 2.0 - 16 km SSE of Sunnyside, Utah"
0.36,"8km NW of The Geysers, CA",1642693532340,1642693630694,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681071&format=geojson,,,,,automatic,0,2,nc,73681071,",nc73681071,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01064,0.01,62.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
3.4,"37 km SE of Mina, Nevada",1642693510479,1642803236088,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832045,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832045&format=geojson,1.0,2.0,3.442,,reviewed,0,178,nn,00832045,",nn00832045,us7000gdjx,",",nn,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",23.0,0.115,0.1234,57.72,mw,earthquake,"M 3.4 - 37 km SE of Mina, Nevada"
1.4,"1 km SSW of Coleville, California",1642693451690,1642732634698,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832046&format=geojson,,,,,reviewed,0,30,nn,00832046,",nn00832046,",",nn,",",origin,phase-data,",15.0,0.036,0.1597,114.51,ml,earthquake,"M 1.4 - 1 km SSW of Coleville, California"
1.06,"23 km SSE of Mossyrock, Washington",1642692935390,1642705385380,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802987&format=geojson,,,,,reviewed,0,17,uw,61802987,",uw61802987,",",uw,",",origin,phase-data,",9.0,0.0682,0.1,156.0,ml,earthquake,"M 1.1 - 23 km SSE of Mossyrock, Washington"
4.0,"100 km N of Tocopilla, Chile",1642692788932,1642711666377,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdjv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdjv&format=geojson,1.0,2.0,,,reviewed,0,246,us,7000gdjv,",us7000gdjv,",",us,",",dyfi,moment-tensor,origin,phase-data,",,0.393,1.19,174.0,mwr,earthquake,"M 4.0 - 100 km N of Tocopilla, Chile"
0.55,"9 km SSE of Friday Harbor, Washington",1642692458620,1642705942510,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802982,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802982&format=geojson,,,,,reviewed,0,5,uw,61802982,",uw61802982,",",uw,",",origin,phase-data,",11.0,0.06979,0.12,89.0,md,earthquake,"M 0.6 - 9 km SSE of Friday Harbor, Washington"
1.12,"8km NNW of Pinnacles, CA",1642692199000,1643095632879,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681061&format=geojson,,,,,reviewed,0,19,nc,73681061,",nc73681061,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02055,0.06,146.0,md,earthquake,"M 1.1 - 8km NNW of Pinnacles, CA"
0.57,"6km NE of Anza, CA",1642691746950,1642699078879,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918263&format=geojson,,,,,reviewed,0,5,ci,39918263,",ci39918263,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.02576,0.06,71.0,ml,earthquake,"M 0.6 - 6km NE of Anza, CA"
1.65,"9 km ESE of P?hala, Hawaii",1642691393500,1642710879740,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882967&format=geojson,,,,,reviewed,0,42,hv,72882967,",hv72882967,",",hv,",",origin,phase-data,",39.0,,0.1,176.0,md,earthquake,"M 1.7 - 9 km ESE of P?hala, Hawaii"
